tenure,InternetService,Contract,MonthlyCharges,Churn
4,Fiber optic,Month-to-month,90.05,1
72,Fiber optic,Two year,108.2,0
72,DSL,Two year,92.0,0
14,Fiber optic,Month-to-month,75.1,0
7,No,Month-to-month,25.05,0
48,Fiber optic,One year,75.15,0
55,No,One year,19.5,0
1,No,Month-to-month,19.3,0
45,Fiber optic,One year,112.2,0
3,Fiber optic,Month-to-month,70.3,0
71,No,Two year,19.6,0
8,No,Month-to-month,20.25,0
3,Fiber optic,Month-to-month,75.85,1
69,DSL,Two year,80.65,0
1,Fiber optic,Month-to-month,68.5,1
72,Fiber optic,Two year,115.75,0
11,Fiber optic,Month-to-month,73.5,1
71,DSL,Two year,80.6,0
1,Fiber optic,Month-to-month,69.95,1
33,DSL,Two year,59.55,0
16,No,One year,19.05,0
56,Fiber optic,One year,95.65,0
1,No,Month-to-month,19.95,0
5,DSL,Month-to-month,70.05,1
57,No,One year,19.4,0
56,DSL,One year,36.1,0
8,Fiber optic,Month-to-month,94.0,1
22,DSL,Month-to-month,61.15,1
1,No,Month-to-month,19.75,0
40,DSL,Month-to-month,64.1,0
46,No,Two year,19.75,0
63,No,Two year,19.7,0
68,Fiber optic,Two year,110.2,0
69,Fiber optic,Two year,106.35,0
56,Fiber optic,Month-to-month,90.55,0
10,DSL,One year,65.9,0
63,Fiber optic,One year,104.5,0
24,DSL,Two year,52.5,0
19,DSL,Month-to-month,56.1,0
22,Fiber optic,Month-to-month,88.75,0
29,Fiber optic,Month-to-month,84.45,1
13,DSL,One year,75.3,1
70,No,Two year,26.0,0
49,Fiber optic,Month-to-month,99.4,0
43,Fiber optic,One year,109.55,1
3,No,Month-to-month,19.6,1
42,DSL,One year,73.15,0
57,DSL,One year,54.65,0
2,DSL,Month-to-month,66.4,1
72,Fiber optic,Two year,115.55,0
46,Fiber optic,Month-to-month,104.45,0
66,Fiber optic,Month-to-month,100.05,1
62,Fiber optic,One year,102.0,1
72,DSL,Two year,91.15,0
35,Fiber optic,One year,89.7,0
17,Fiber optic,Month-to-month,90.2,1
72,DSL,Two year,92.4,0
28,No,One year,19.9,0
56,No,Two year,25.15,1
31,Fiber optic,Month-to-month,79.85,1
45,No,One year,18.85,0
1,No,Month-to-month,25.75,0
2,DSL,Month-to-month,49.6,1
6,No,Month-to-month,20.95,0
48,Fiber optic,One year,97.05,0
25,No,Month-to-month,25.4,0
64,No,Two year,19.7,0
50,DSL,Month-to-month,35.0,0
52,Fiber optic,One year,101.25,0
4,Fiber optic,Month-to-month,70.2,0
32,Fiber optic,Month-to-month,90.95,0
45,DSL,Two year,73.85,0
9,Fiber optic,Month-to-month,88.05,0
66,Fiber optic,One year,105.95,1
3,Fiber optic,Month-to-month,91.85,1
54,No,Two year,20.1,0
1,DSL,Month-to-month,40.1,1
64,Fiber optic,Two year,110.3,0
31,Fiber optic,Month-to-month,73.9,1
14,Fiber optic,Month-to-month,89.8,1
12,Fiber optic,One year,85.15,0
67,DSL,One year,60.95,0
35,DSL,Month-to-month,72.25,1
45,DSL,Two year,73.55,0
10,DSL,Month-to-month,46.0,0
29,DSL,Month-to-month,58.55,0
24,No,One year,24.6,0
66,No,Two year,19.75,0
51,Fiber optic,One year,86.35,0
45,No,Two year,25.5,0
49,No,One year,19.0,0
29,No,Two year,19.55,0
40,Fiber optic,Month-to-month,110.1,0
37,Fiber optic,Month-to-month,96.55,1
25,Fiber optic,Month-to-month,69.75,0
22,DSL,Month-to-month,50.6,0
72,DSL,Two year,65.6,0
7,DSL,Month-to-month,40.1,1
33,DSL,Two year,82.1,0
23,Fiber optic,Month-to-month,79.1,0
24,Fiber optic,Month-to-month,101.25,1
1,Fiber optic,Month-to-month,79.55,1
69,DSL,Two year,90.65,0
3,No,One year,20.55,0
56,DSL,One year,75.75,0
65,Fiber optic,One year,110.0,0
71,No,One year,20.85,0
14,Fiber optic,Month-to-month,80.35,0
2,Fiber optic,Month-to-month,70.15,0
32,Fiber optic,One year,84.05,1
40,DSL,Month-to-month,67.45,0
1,No,Month-to-month,20.75,0
1,Fiber optic,Month-to-month,89.1,1
7,Fiber optic,Month-to-month,69.9,0
15,DSL,Month-to-month,51.1,0
17,Fiber optic,Month-to-month,94.4,1
19,Fiber optic,Month-to-month,78.25,1
71,No,Two year,25.55,0
54,DSL,Two year,60.0,0
31,Fiber optic,Month-to-month,90.55,0
11,Fiber optic,Month-to-month,76.4,0
18,Fiber optic,Month-to-month,84.95,0
72,Fiber optic,Two year,110.1,0
71,Fiber optic,Month-to-month,99.65,0
5,DSL,Month-to-month,45.4,0
38,DSL,One year,69.0,0
5,DSL,Month-to-month,48.65,0
2,DSL,Month-to-month,44.15,1
52,DSL,Two year,59.85,0
8,Fiber optic,Month-to-month,75.75,1
68,DSL,Two year,80.65,0
69,No,One year,20.55,0
42,DSL,Month-to-month,66.4,0
50,Fiber optic,Two year,100.2,0
1,No,Month-to-month,19.1,1
1,Fiber optic,Month-to-month,80.3,1
33,DSL,Month-to-month,44.55,0
7,No,Month-to-month,20.35,0
64,Fiber optic,Month-to-month,91.8,0
1,Fiber optic,Month-to-month,74.9,1
59,No,Two year,20.2,0
6,DSL,Month-to-month,50.35,0
3,No,Month-to-month,18.8,0
15,No,Month-to-month,20.45,0
13,DSL,One year,64.75,0
23,Fiber optic,Month-to-month,98.7,0
31,Fiber optic,Month-to-month,89.45,0
29,DSL,One year,58.75,0
49,No,One year,20.7,0
56,Fiber optic,Month-to-month,85.6,0
63,DSL,Two year,80.3,0
63,DSL,Two year,79.8,0
24,Fiber optic,Month-to-month,79.85,0
36,DSL,One year,54.1,0
9,Fiber optic,Month-to-month,80.85,1
3,DSL,Month-to-month,24.75,1
21,DSL,One year,80.9,0
13,No,One year,24.5,0
1,No,Month-to-month,20.15,0
25,No,One year,20.05,0
71,No,Two year,19.6,0
66,Fiber optic,One year,114.3,0
45,Fiber optic,One year,100.3,0
22,Fiber optic,Month-to-month,80.0,0
67,No,One year,20.85,0
68,Fiber optic,Two year,89.95,0
0,No,Two year,20.0,0
49,Fiber optic,Month-to-month,90.85,1
4,DSL,Month-to-month,48.75,0
63,DSL,One year,80.0,0
2,Fiber optic,Month-to-month,79.7,1
21,No,One year,20.35,0
55,DSL,Two year,57.55,1
1,No,Month-to-month,20.25,0
17,No,Two year,19.4,0
30,Fiber optic,Month-to-month,100.4,0
22,DSL,Month-to-month,57.95,0
9,DSL,Month-to-month,59.5,0
1,No,Month-to-month,19.2,0
21,Fiber optic,Month-to-month,86.5,1
19,DSL,Month-to-month,59.55,0
69,Fiber optic,Month-to-month,103.95,1
1,DSL,Month-to-month,25.1,1
72,Fiber optic,Two year,103.95,0
70,DSL,Two year,68.95,0
66,Fiber optic,Month-to-month,103.1,0
7,DSL,Month-to-month,24.7,0
46,Fiber optic,Month-to-month,110.2,0
39,DSL,Month-to-month,48.95,1
32,DSL,Month-to-month,62.45,0
24,Fiber optic,Month-to-month,89.55,0
6,Fiber optic,Month-to-month,83.55,1
37,DSL,Month-to-month,78.9,0
8,No,Month-to-month,20.35,0
72,DSL,Two year,71.45,0
71,DSL,Two year,46.35,0
16,Fiber optic,Month-to-month,94.65,0
57,DSL,Month-to-month,49.9,0
66,No,One year,25.45,0
17,Fiber optic,Month-to-month,89.15,1
21,No,Month-to-month,20.75,0
66,DSL,Two year,66.1,0
17,DSL,Month-to-month,75.4,0
1,Fiber optic,Month-to-month,70.45,1
58,DSL,One year,60.3,1
8,No,Month-to-month,21.05,0
27,DSL,One year,69.35,0
34,Fiber optic,Month-to-month,88.85,0
30,Fiber optic,One year,97.0,0
33,DSL,Month-to-month,66.4,0
1,DSL,Month-to-month,24.75,1
14,DSL,Month-to-month,69.2,0
16,Fiber optic,One year,79.5,0
49,Fiber optic,Two year,100.65,0
19,Fiber optic,Month-to-month,103.3,1
70,DSL,Two year,79.7,0
32,DSL,Month-to-month,61.4,0
18,Fiber optic,Month-to-month,69.8,0
37,DSL,Two year,40.55,0
4,Fiber optic,Month-to-month,75.65,0
16,Fiber optic,Month-to-month,90.7,0
17,Fiber optic,Month-to-month,80.5,0
19,DSL,Month-to-month,60.6,0
60,Fiber optic,Two year,101.15,0
51,No,Two year,24.95,0
28,No,Two year,20.3,0
43,DSL,Two year,60.0,0
42,No,Two year,20.25,0
3,Fiber optic,Month-to-month,78.5,1
1,DSL,Month-to-month,44.75,0
3,No,Month-to-month,19.85,1
63,Fiber optic,Two year,98.0,0
3,Fiber optic,Month-to-month,79.9,1
68,Fiber optic,Month-to-month,107.7,0
30,Fiber optic,Month-to-month,99.7,1
60,Fiber optic,Two year,104.7,0
15,DSL,Month-to-month,58.6,1
45,Fiber optic,Month-to-month,93.9,0
70,DSL,Two year,86.45,0
10,Fiber optic,Month-to-month,98.5,1
4,No,Month-to-month,19.4,0
1,DSL,Month-to-month,50.45,1
68,No,Two year,24.95,0
22,Fiber optic,Month-to-month,75.0,0
38,Fiber optic,Month-to-month,94.65,1
1,Fiber optic,Month-to-month,100.25,1
18,Fiber optic,Month-to-month,78.2,0
29,Fiber optic,Month-to-month,94.2,0
16,Fiber optic,Month-to-month,88.45,1
1,Fiber optic,Month-to-month,69.85,1
12,Fiber optic,Month-to-month,81.7,1
31,DSL,One year,50.05,0
4,Fiber optic,Month-to-month,79.9,1
48,DSL,One year,69.55,0
15,No,Month-to-month,25.4,1
50,Fiber optic,One year,90.1,0
7,DSL,Month-to-month,44.65,0
41,Fiber optic,Month-to-month,83.75,1
68,Fiber optic,Two year,80.35,0
26,Fiber optic,Month-to-month,98.1,0
57,DSL,Two year,53.35,0
3,No,Month-to-month,19.55,0
1,No,Month-to-month,20.9,1
19,DSL,One year,48.95,0
3,DSL,Month-to-month,54.2,0
59,No,Two year,24.45,0
1,Fiber optic,Month-to-month,69.4,1
42,DSL,Month-to-month,40.15,0
7,Fiber optic,Month-to-month,74.9,1
67,No,Two year,25.6,0
1,Fiber optic,Month-to-month,70.35,0
66,DSL,Two year,91.7,0
61,Fiber optic,Month-to-month,89.2,0
4,No,One year,24.1,0
42,Fiber optic,Month-to-month,74.15,1
64,DSL,One year,53.85,0
54,Fiber optic,One year,115.6,0
1,No,Month-to-month,19.75,0
54,No,Two year,24.05,0
18,No,Two year,25.3,0
3,Fiber optic,Month-to-month,84.3,0
1,Fiber optic,Month-to-month,70.1,1
72,DSL,Two year,89.75,0
60,Fiber optic,One year,97.95,0
11,No,One year,20.0,0
12,Fiber optic,Month-to-month,78.3,1
61,Fiber optic,One year,103.9,0
39,No,Two year,20.7,0
55,Fiber optic,Month-to-month,96.8,1
17,Fiber optic,Month-to-month,94.4,1
37,No,One year,20.15,0
72,No,Two year,26.0,0
72,DSL,Two year,77.35,0
8,DSL,Month-to-month,66.05,0
22,No,Month-to-month,19.9,0
1,Fiber optic,Month-to-month,84.3,1
38,DSL,Month-to-month,68.15,0
17,DSL,One year,80.85,0
70,DSL,Two year,75.5,0
72,DSL,Two year,92.45,1
28,Fiber optic,Month-to-month,80.6,0
15,Fiber optic,Month-to-month,83.2,0
72,DSL,Two year,87.55,0
11,Fiber optic,Month-to-month,99.55,1
8,Fiber optic,Month-to-month,81.25,1
57,Fiber optic,One year,109.4,0
1,No,Month-to-month,19.95,1
46,DSL,Month-to-month,45.55,0
30,No,One year,20.7,0
10,Fiber optic,Month-to-month,75.3,0
23,Fiber optic,Month-to-month,99.25,1
32,Fiber optic,Month-to-month,93.4,0
13,Fiber optic,Month-to-month,73.75,0
39,Fiber optic,Two year,80.45,1
44,Fiber optic,Month-to-month,88.15,0
9,DSL,Month-to-month,49.2,0
67,No,Two year,19.65,0
9,Fiber optic,Month-to-month,79.35,1
15,Fiber optic,Month-to-month,79.75,1
71,Fiber optic,Two year,105.15,0
1,DSL,Month-to-month,49.0,0
30,Fiber optic,Month-to-month,100.05,1
1,Fiber optic,Month-to-month,69.35,1
17,DSL,Month-to-month,49.8,0
3,Fiber optic,Month-to-month,85.8,1
67,DSL,Two year,79.7,1
1,No,Month-to-month,20.95,0
1,DSL,Month-to-month,50.55,1
32,Fiber optic,Month-to-month,79.3,0
41,No,One year,19.5,0
1,Fiber optic,Month-to-month,80.55,1
1,DSL,Month-to-month,44.15,0
12,Fiber optic,Month-to-month,84.5,1
62,Fiber optic,Month-to-month,105.5,0
22,Fiber optic,Month-to-month,84.3,1
17,Fiber optic,Month-to-month,92.7,0
72,No,Two year,26.25,0
56,Fiber optic,Month-to-month,96.95,0
9,No,Month-to-month,20.45,0
72,Fiber optic,Two year,115.8,0
20,Fiber optic,Month-to-month,108.2,0
19,No,Two year,20.2,0
2,Fiber optic,Month-to-month,67.75,1
53,DSL,One year,54.9,0
27,Fiber optic,Month-to-month,85.25,1
6,No,Month-to-month,20.15,0
9,Fiber optic,One year,90.35,0
8,DSL,Month-to-month,55.75,0
71,Fiber optic,Two year,114.6,0
10,Fiber optic,Month-to-month,80.05,1
1,No,Month-to-month,20.0,1
71,DSL,One year,66.8,0
68,Fiber optic,One year,100.3,0
34,Fiber optic,Month-to-month,105.35,0
26,Fiber optic,One year,85.2,0
22,DSL,Month-to-month,48.8,1
7,No,Month-to-month,18.95,0
20,Fiber optic,Month-to-month,69.8,0
60,Fiber optic,Month-to-month,106.15,0
72,No,Two year,20.55,0
72,Fiber optic,One year,105.75,0
4,No,Month-to-month,25.25,0
16,No,Month-to-month,19.75,0
62,Fiber optic,One year,104.85,0
10,DSL,Month-to-month,60.95,0
31,Fiber optic,Month-to-month,81.15,0
71,No,Two year,19.1,0
58,No,Two year,20.8,0
70,DSL,Two year,90.15,0
71,DSL,Two year,90.1,0
69,DSL,Two year,74.1,0
1,Fiber optic,Month-to-month,85.05,1
72,Fiber optic,Two year,118.75,0
26,Fiber optic,Month-to-month,85.9,0
33,Fiber optic,Month-to-month,95.0,0
10,No,Two year,20.15,0
57,Fiber optic,Two year,101.3,0
10,No,Month-to-month,21.2,0
39,No,One year,24.2,0
11,No,Month-to-month,20.3,0
21,Fiber optic,Month-to-month,102.8,1
68,DSL,Two year,85.3,0
18,Fiber optic,One year,89.6,0
6,Fiber optic,Month-to-month,99.95,1
18,DSL,Month-to-month,56.25,0
52,DSL,One year,50.95,0
56,Fiber optic,Two year,115.85,0
45,Fiber optic,Month-to-month,103.65,0
67,No,Two year,26.1,0
3,DSL,Month-to-month,35.1,0
65,Fiber optic,Month-to-month,99.1,0
63,DSL,Two year,67.25,0
11,No,Two year,25.0,0
1,DSL,Month-to-month,59.55,0
55,DSL,Two year,77.8,0
25,DSL,One year,55.1,0
72,Fiber optic,One year,117.8,1
72,No,Two year,24.15,0
65,DSL,Two year,45.25,0
54,Fiber optic,Month-to-month,79.5,1
7,No,Month-to-month,20.25,0
72,DSL,Two year,64.75,0
21,DSL,Month-to-month,54.6,0
2,No,Month-to-month,20.7,0
4,Fiber optic,Month-to-month,94.75,0
3,Fiber optic,Month-to-month,79.65,1
72,Fiber optic,Two year,115.8,0
6,DSL,Month-to-month,49.45,0
52,Fiber optic,Month-to-month,83.8,0
69,Fiber optic,Month-to-month,95.35,0
8,Fiber optic,Month-to-month,94.7,1
8,Fiber optic,Month-to-month,74.05,0
63,Fiber optic,Month-to-month,89.6,0
60,Fiber optic,One year,116.6,0
12,DSL,Month-to-month,54.2,0
13,No,Month-to-month,19.3,0
22,DSL,Month-to-month,65.05,0
5,Fiber optic,Month-to-month,92.5,1
1,No,Month-to-month,19.45,1
72,No,Two year,24.05,0
2,No,Month-to-month,18.75,0
40,No,Two year,20.15,0
44,No,One year,20.0,0
71,DSL,One year,71.0,0
2,Fiber optic,Month-to-month,75.55,1
26,Fiber optic,Month-to-month,93.6,0
1,Fiber optic,Month-to-month,70.0,1
1,DSL,Month-to-month,24.4,0
65,DSL,Two year,74.8,1
3,DSL,Month-to-month,65.25,0
13,DSL,Month-to-month,50.55,0
33,Fiber optic,Month-to-month,104.4,1
1,Fiber optic,Month-to-month,70.7,0
4,DSL,Month-to-month,45.25,0
2,Fiber optic,Month-to-month,70.3,0
72,Fiber optic,Two year,108.95,0
37,No,Month-to-month,26.45,0
15,Fiber optic,Month-to-month,86.2,1
23,No,One year,19.65,0
30,DSL,Month-to-month,51.2,1
42,No,One year,19.05,0
32,DSL,One year,74.75,0
22,Fiber optic,Month-to-month,75.8,0
42,DSL,Month-to-month,25.1,0
8,DSL,Month-to-month,44.45,0
65,Fiber optic,Two year,104.3,0
2,No,Month-to-month,19.5,1
70,DSL,Two year,89.0,0
22,No,Month-to-month,20.15,0
4,Fiber optic,Month-to-month,74.9,1
2,Fiber optic,Month-to-month,74.9,1
67,DSL,Two year,36.15,0
25,No,Month-to-month,19.2,0
20,No,Month-to-month,19.25,0
2,DSL,Month-to-month,61.2,0
51,No,Two year,20.45,0
46,DSL,Month-to-month,35.05,0
25,Fiber optic,Month-to-month,100.25,1
13,DSL,Month-to-month,44.0,0
25,Fiber optic,Month-to-month,102.8,1
26,DSL,One year,50.35,0
43,Fiber optic,One year,100.0,1
19,No,Month-to-month,20.0,0
10,Fiber optic,Month-to-month,99.85,1
2,Fiber optic,Month-to-month,94.2,1
72,DSL,Two year,86.4,0
18,DSL,Month-to-month,58.4,0
9,Fiber optic,Month-to-month,83.85,1
27,Fiber optic,Month-to-month,88.3,1
24,Fiber optic,Month-to-month,94.1,0
69,Fiber optic,One year,104.05,1
46,Fiber optic,Two year,108.9,0
72,Fiber optic,Two year,107.4,0
22,Fiber optic,Month-to-month,94.7,1
70,Fiber optic,Month-to-month,90.85,0
2,No,Month-to-month,19.9,0
31,DSL,Month-to-month,66.4,0
56,Fiber optic,Month-to-month,100.65,1
16,Fiber optic,Month-to-month,100.7,0
52,No,Two year,25.6,0
13,No,Month-to-month,19.85,0
35,No,One year,20.75,0
59,Fiber optic,Two year,95.8,0
72,Fiber optic,Month-to-month,94.65,0
66,DSL,Two year,80.55,1
49,Fiber optic,Two year,106.65,0
2,DSL,Month-to-month,45.85,0
21,Fiber optic,Month-to-month,104.35,0
54,DSL,One year,55.45,0
24,Fiber optic,Month-to-month,78.85,1
1,DSL,Month-to-month,61.15,0
6,Fiber optic,Month-to-month,78.95,0
1,DSL,Month-to-month,44.45,1
49,Fiber optic,One year,109.2,0
56,DSL,Two year,61.3,0
56,Fiber optic,Month-to-month,96.85,0
6,DSL,Two year,40.55,0
32,No,One year,19.8,0
50,Fiber optic,One year,108.25,0
58,Fiber optic,One year,105.05,0
65,DSL,Two year,90.45,0
64,DSL,Two year,86.4,0
66,DSL,Two year,66.9,0
38,Fiber optic,One year,110.7,0
20,No,One year,20.0,0
36,Fiber optic,Month-to-month,84.9,1
64,Fiber optic,One year,102.1,0
1,No,Month-to-month,20.25,1
60,DSL,One year,70.15,0
1,Fiber optic,Month-to-month,74.35,1
50,DSL,One year,80.05,0
1,DSL,Month-to-month,62.05,1
72,DSL,Two year,49.2,0
60,No,Two year,20.5,0
46,DSL,Two year,38.25,0
69,DSL,Two year,54.95,0
31,Fiber optic,Month-to-month,96.6,0
19,No,One year,19.9,0
71,No,Two year,19.9,0
12,Fiber optic,Month-to-month,84.6,0
39,DSL,One year,80.0,1
44,DSL,One year,85.25,0
56,DSL,Two year,81.25,0
72,Fiber optic,Two year,115.5,0
5,Fiber optic,Month-to-month,104.1,1
11,Fiber optic,Month-to-month,79.0,0
24,DSL,Month-to-month,39.1,1
15,Fiber optic,Month-to-month,94.65,0
72,No,Two year,20.8,0
56,DSL,Two year,59.5,0
64,No,Two year,20.05,0
34,Fiber optic,Month-to-month,100.45,0
2,Fiber optic,Month-to-month,76.5,1
35,No,One year,20.6,0
22,No,One year,20.3,0
5,DSL,Month-to-month,49.2,1
9,DSL,One year,39.55,0
11,No,Month-to-month,23.15,1
23,No,One year,20.45,0
4,Fiber optic,Month-to-month,80.85,1
68,No,Two year,25.25,0
33,Fiber optic,Month-to-month,91.25,0
31,DSL,Month-to-month,72.45,0
1,DSL,Month-to-month,60.1,1
56,No,Two year,19.7,0
1,Fiber optic,Month-to-month,78.95,1
66,DSL,One year,75.1,0
72,No,Two year,25.0,0
34,Fiber optic,Month-to-month,69.15,0
58,Fiber optic,Month-to-month,91.55,0
2,DSL,Month-to-month,45.15,1
37,DSL,Two year,35.8,0
71,Fiber optic,Two year,113.15,0
1,No,One year,19.85,0
71,No,Two year,19.8,0
35,No,One year,19.9,0
6,No,One year,19.7,0
3,Fiber optic,Month-to-month,79.4,1
69,DSL,One year,59.1,0
44,DSL,One year,53.95,1
53,Fiber optic,One year,91.15,0
24,Fiber optic,Month-to-month,99.3,1
5,Fiber optic,Month-to-month,68.95,0
2,DSL,Month-to-month,51.55,0
62,No,Two year,24.4,0
19,Fiber optic,Month-to-month,96.8,0
9,Fiber optic,Month-to-month,70.05,0
53,No,Two year,19.5,0
5,Fiber optic,Month-to-month,78.75,0
71,DSL,One year,69.2,0
1,No,Month-to-month,19.55,0
18,Fiber optic,Month-to-month,80.65,1
72,Fiber optic,Two year,103.65,0
4,DSL,Month-to-month,54.7,0
59,DSL,Two year,54.15,0
1,Fiber optic,Month-to-month,71.1,1
31,Fiber optic,Month-to-month,84.85,0
3,No,Month-to-month,20.0,0
65,Fiber optic,One year,106.25,1
49,Fiber optic,One year,99.25,0
2,No,Month-to-month,19.35,0
53,No,One year,20.8,1
55,Fiber optic,One year,94.75,0
72,Fiber optic,Two year,114.05,0
36,Fiber optic,Month-to-month,74.9,0
10,No,Month-to-month,19.8,0
1,Fiber optic,Month-to-month,94.0,1
72,DSL,Two year,80.85,0
28,DSL,Month-to-month,54.65,0
38,Fiber optic,Month-to-month,91.7,0
61,Fiber optic,One year,118.6,0
52,No,Two year,24.55,0
67,No,One year,19.45,0
34,Fiber optic,Two year,116.15,0
54,DSL,Two year,80.6,0
1,No,Month-to-month,20.3,0
15,Fiber optic,Month-to-month,89.85,1
4,DSL,Month-to-month,46.0,1
9,DSL,Month-to-month,66.25,1
46,Fiber optic,Month-to-month,99.8,0
22,Fiber optic,Month-to-month,90.0,1
38,Fiber optic,One year,70.45,1
55,DSL,One year,75.0,0
1,No,Month-to-month,19.9,0
64,Fiber optic,One year,80.3,0
53,No,Two year,19.75,1
58,DSL,Two year,84.3,0
56,DSL,One year,54.05,0
72,Fiber optic,Two year,104.9,0
1,DSL,Month-to-month,53.95,1
72,Fiber optic,One year,97.25,0
22,Fiber optic,Month-to-month,83.05,0
8,Fiber optic,Month-to-month,105.5,1
16,Fiber optic,Month-to-month,81.0,1
39,DSL,Month-to-month,41.1,0
12,DSL,Month-to-month,45.0,0
54,DSL,Two year,74.55,0
18,DSL,One year,40.2,0
32,DSL,One year,70.5,0
41,No,One year,19.75,0
67,No,Two year,24.65,0
65,Fiber optic,Month-to-month,104.25,0
25,DSL,Month-to-month,78.35,0
1,Fiber optic,Month-to-month,69.8,1
67,Fiber optic,One year,109.7,0
7,Fiber optic,Month-to-month,73.75,1
43,DSL,Month-to-month,33.45,0
24,Fiber optic,Month-to-month,94.6,0
9,DSL,Month-to-month,54.55,1
69,No,Two year,20.2,0
37,No,One year,20.3,0
20,DSL,Two year,39.4,0
7,Fiber optic,Month-to-month,69.15,0
37,Fiber optic,Month-to-month,76.25,1
5,Fiber optic,Month-to-month,93.9,1
41,DSL,One year,51.35,0
54,Fiber optic,One year,100.05,0
3,Fiber optic,Month-to-month,70.4,1
69,No,Two year,20.3,0
53,Fiber optic,One year,94.45,0
18,DSL,One year,46.4,0
64,Fiber optic,Two year,104.05,0
31,Fiber optic,Month-to-month,91.15,1
20,DSL,Month-to-month,24.9,0
57,DSL,One year,59.6,0
63,Fiber optic,Two year,108.5,0
13,DSL,Two year,40.55,0
48,DSL,One year,58.95,0
2,Fiber optic,Month-to-month,70.95,1
57,No,Two year,20.75,0
71,Fiber optic,One year,113.15,0
7,DSL,Month-to-month,48.8,0
16,DSL,Month-to-month,63.05,0
34,Fiber optic,Month-to-month,100.85,0
37,Fiber optic,Month-to-month,99.5,1
16,Fiber optic,Month-to-month,80.55,0
48,DSL,One year,64.4,0
58,DSL,One year,75.2,0
72,DSL,Two year,84.9,0
7,No,Month-to-month,19.3,0
38,Fiber optic,Month-to-month,83.9,1
48,Fiber optic,Month-to-month,117.45,1
10,Fiber optic,Month-to-month,104.4,1
30,DSL,One year,74.65,0
31,DSL,Month-to-month,59.05,0
46,DSL,One year,69.1,0
50,No,Two year,20.55,0
28,Fiber optic,Month-to-month,76.55,0
66,DSL,Two year,62.5,0
8,DSL,Month-to-month,29.4,1
41,Fiber optic,Month-to-month,94.9,0
72,Fiber optic,Two year,111.65,0
7,No,One year,19.9,0
38,No,Month-to-month,20.45,0
44,Fiber optic,One year,106.05,0
47,Fiber optic,One year,113.45,0
53,Fiber optic,Month-to-month,92.55,0
4,DSL,Month-to-month,65.6,0
20,Fiber optic,Month-to-month,84.35,0
2,DSL,Month-to-month,44.65,1
57,DSL,One year,71.1,0
44,Fiber optic,Month-to-month,85.15,0
24,DSL,Month-to-month,49.7,0
15,DSL,Month-to-month,30.2,0
3,DSL,Month-to-month,25.25,1
4,Fiber optic,Month-to-month,84.05,1
37,Fiber optic,Month-to-month,85.7,1
1,Fiber optic,Month-to-month,74.7,1
24,DSL,Month-to-month,56.35,0
5,Fiber optic,Month-to-month,90.8,1
33,Fiber optic,Month-to-month,107.55,0
58,No,Two year,19.85,0
72,Fiber optic,Two year,95.9,0
71,No,Two year,23.85,0
28,Fiber optic,Month-to-month,106.15,1
51,DSL,Two year,83.85,0
30,DSL,One year,85.35,1
72,Fiber optic,Two year,84.8,0
36,Fiber optic,Month-to-month,90.85,1
14,DSL,Two year,76.1,0
72,DSL,Two year,74.55,0
22,DSL,Month-to-month,39.2,0
2,Fiber optic,Month-to-month,79.55,0
15,No,Month-to-month,19.6,0
51,No,Two year,19.55,0
70,DSL,Two year,39.15,0
71,No,Two year,20.1,0
39,Fiber optic,Month-to-month,99.95,0
61,DSL,Month-to-month,59.8,0
52,DSL,Month-to-month,49.75,0
1,DSL,Month-to-month,35.75,1
64,Fiber optic,One year,108.5,0
62,DSL,Two year,60.15,0
30,No,Two year,19.05,0
4,DSL,Month-to-month,46.0,1
63,DSL,One year,84.0,0
1,DSL,Month-to-month,44.55,0
15,Fiber optic,Month-to-month,103.45,0
27,Fiber optic,One year,80.65,0
4,DSL,Month-to-month,57.2,0
72,Fiber optic,Two year,110.75,0
45,No,One year,24.7,0
45,Fiber optic,Month-to-month,97.05,0
36,DSL,One year,76.35,0
17,Fiber optic,Month-to-month,89.4,1
1,No,Month-to-month,18.9,0
16,Fiber optic,Month-to-month,74.45,0
3,No,Month-to-month,19.8,1
4,DSL,Month-to-month,50.9,1
71,DSL,Two year,84.4,0
10,No,Month-to-month,24.4,0
20,No,Two year,20.05,0
4,Fiber optic,Month-to-month,81.0,1
26,Fiber optic,Month-to-month,98.35,1
4,DSL,Month-to-month,55.5,0
5,DSL,Month-to-month,51.0,1
4,Fiber optic,Month-to-month,91.65,1
29,Fiber optic,Month-to-month,84.3,0
2,Fiber optic,Month-to-month,100.2,0
